M1 Time Stamp (ms),AP1 True Distance (m),AP1 RTT Distance (m),AP1 RTT std (m),AP1 RSS (dBm),AP2 True Distance (m),AP2 RTT Distance (m),AP2 RTT std (m),AP2 RSS (dBm),AP3 True Distance (m),AP3 RTT Distance (m),AP3 RTT std (m),AP3 RSS (dBm),AP4 True Distance (m),AP4 RTT Distance (m),AP4 RTT std (m),AP4 RSS (dBm),AP5 True Distance (m),AP5 RTT Distance (m),AP5 RTT std (m),AP5 RSS (dBm),AP6 True Distance (m),AP6 RTT Distance (m),AP6 RTT std (m),AP6 RSS (dBm),AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Azimuth,Pitch,Roll,M1 Ground Truth
0.0,11.58242012707189,12.7081676098484,0.045,-55.0,4.151452396451151,4.950815690368608,0.09,-49.0,23.850727053907605,32.97620960632073,0.435,-58.0,14.889803390239912,21.5792081643419,0.18,-66.0,26.296460693408918,33.785300368651455,0.15,-70.0,0.866,2.0365188435170443,0.3,-39.0,0.4953143,0.5838487,10.412368,0.00580322,0.024281893,0.03481932,-20.7888,-1.525,50.752,1.7543365,-0.055950828,-0.04753397,"[0.0, 0.866]"
424.996419,11.548264058230368,12.685149782324212,0.12,-56.0,4.147805042453006,4.856328242612931,0.075,-51.0,23.816497444578943,24.724944893770743,0.09,-60.0,14.859552840264907,19.086451975157665,0.27,-64.0,26.26343763219752,29.780802960967996,0.105,-69.0,0.8666771112082923,1.405725435495851,0.06,-43.0,0.9320044,-0.25543383,9.241081,0.013897184,-0.05955936,0.35537085,-20.5326,-1.6958,51.667,1.5840144,0.027494675,-0.1005146,"[0.034252227553118575, 0.866]"
935.401205,11.51410856069263,15.616997950950752,0.075,-54.0,4.144437569873852,5.210062955473763,0.165,-54.0,23.782267900380216,24.71694325761177,0.03,-61.0,14.829319696312252,17.820987178043758,0.3,-65.0,26.230417723529342,30.10884868273777,0.0,-70.0,0.8687052781981944,1.1663451461724357,0.075,-43.0,0.016749758,0.086141616,9.216555,0.021991149,-0.023365596,-0.044745877,-21.1914,-1.3298,51.0326,1.6554611,-0.009346114,-0.0018173538,"[0.06850445510623715, 0.866]"
1370.830485,11.47995363955796,12.55604858225708,0.12,-57.0,4.141350661456944,5.170882419858336,0.06,-49.0,23.74803842159305,33.10122391997009,0.06,-62.0,14.799104065058426,18.965410198569398,0.18,-63.0,26.19740097932504,63.810041090724894,0.0,-70.0,0.8720750746530688,1.054461473928754,0.135,-44.0,-0.16749759,-0.17706887,8.845069,-0.011759156,-0.0125227375,-0.06566802,-21.0816,-1.0613999,50.7276,1.5726979,0.020012675,0.018934568,"[0.10275668265935572, 0.866]"
1838.817424,11.445799299986414,12.446961436430982,0.075,-56.0,4.138544945014196,4.612981682166102,0.135,-53.0,23.7138090085007,24.318860499620456,0.06,-61.0,14.76890605399086,18.2931681236466,0.12,-61.0,26.16438741156428,33.91331433227958,0.48,-69.0,0.8767710313859656,0.8567753497854615,0.075,-44.0,0.11306087,-0.05742774,9.47797,-0.038789943,0.023518313,0.07391469,-20.800999,-1.525,50.9472,1.6276239,0.0060585705,-0.011928241,"[0.1370089102124743, 0.866]"
2247.76058,11.411645547199738,12.406929072095156,0.045,-55.0,4.13602099279488,5.210062955473763,0.09,-49.0,23.679579661388058,24.34986704275816,0.12,-61.0,14.738725771414964,17.946036024704732,0.105,-61.0,26.131377032286128,36.32455896497575,0.315,-69.0,0.8827719848912092,1.8226628870967885,0.135,-40.0,1.4673985,0.32542387,9.994222,-0.0013744468,-0.01572978,0.026267206,-20.874199,-1.8177999,50.3494,1.6890689,-0.03220467,-0.14578308,"[0.17126113776559287, 0.866]"
2661.057618,11.377492386482286,12.759206911089732,0.18,-54.0,4.133779320907449,5.31955345870309,0.06,-50.0,23.64535038054166,34.0033240875065,0.075,-61.0,14.70856332646122,17.687934446961297,0.12,-60.0,0.0,0.0,0.0,0.0,0.8900515397012816,2.261383647239008,0.075,-37.0,0.7686943,-0.19202402,9.9015,-0.009010263,-0.011911872,-0.001985312,-20.215399,-2.1838,50.8984,1.6219107,0.019332841,-0.07747872,"[0.20551336531871145, 0.866]"
3065.925294,11.343339823181967,12.740192306240909,0.18,-54.0,4.13182038879582,5.300469413174648,0.06,-47.0,23.61112116624971,24.42788343266768,0.075,-60.0,14.678418829092358,16.77354944548112,0.105,-62.0,26.065365887632968,38.722772059861626,0.39,-70.0,0.8985786217828577,1.6321302031394431,0.0,-40.0,1.2203395,0.10827523,9.83151,0.008246681,0.0041233404,-0.009162978,-20.1178,-1.6104,50.9838,1.6520109,-0.010928775,-0.1234937,"[0.23976559287183002, 0.866]"
3467.913128,11.309187862711193,12.344878492719156,0.06,-56.0,4.130144598771372,5.1829382593274245,0.06,-49.0,23.57689201880208,24.814963227859117,0.195,-61.0,14.64829239011056,17.69193604442431,0.06,-61.0,26.03236514663626,36.01552944217258,0.285,-70.0,0.908318097315274,3.04421172062654,0.09,-41.0,1.006182,-0.106480606,10.543973,-0.020158553,0.0047342055,0.025045475,-20.1178,-1.3298,50.9838,1.6045086,0.01005271,-0.095139116,"[0.2740178204249486, 0.866]"
3980.387087,11.257961064311456,12.375903845780314,0.06,-56.0,4.128162543504542,4.75478296034635,0.045,-50.0,23.525548423601983,24.20183565352017,0.135,-65.0,14.603136835578988,17.65992324445381,0.09,-58.0,0.0,0.0,0.0,0.0,0.9251154858095516,4.730649955344402,0.045,-43.0,0.2650051,0.03888337,9.754341,0.023365596,-0.016646078,0.021380283,-20.4228,-2.6474,51.398598,1.700723,-0.0039847717,-0.027161233,"[0.3253961617546265, 0.866]"
4384.396892999999,11.223810635026,15.792086625902227,0.09,-54.0,4.127195990324078,4.672322869836801,0.06,-50.0,23.49131944454444,24.80696160354992,0.075,-63.0,14.573056032899329,17.304778068498887,0.045,-59.0,25.949877484082936,32.49915397360368,0.24,-74.0,0.9377115568935126,4.014986425879918,0.33,-45.0,0.148355,0.37387854,9.303294,-0.017562376,-0.0015271631,0.049480084,-20.4228,-1.7933999,51.179,1.7493886,-0.040161043,-0.015945151,"[0.359648389307745, 0.866]"
